date,score,country,term,translated_term,score_difference,date_str
23.08.2020,77,nl,rice,rijst,18.0,23.08.2020
30.08.2020,80,nl,rice,rijst,10.0,30.08.2020
09.06.2020,80,nl,rice,rijst,14.0,09.06.2020
13.09.2020,74,nl,rice,rijst,7.0,13.09.2020
20.09.2020,76,nl,rice,rijst,12.0,20.09.2020
27.09.2020,84,nl,rice,rijst,19.0,27.09.2020
10.04.2020,78,nl,rice,rijst,13.0,10.04.2020
10.11.2020,83,nl,rice,rijst,17.0,10.11.2020
18.10.2020,88,nl,rice,rijst,23.0,18.10.2020
25.10.2020,87,nl,rice,rijst,22.0,25.10.2020
11.01.2020,81,nl,rice,rijst,13.0,11.01.2020
11.03.2019,57,uk,rice,rice,3.0,11.03.2019
11.10.2019,59,uk,rice,rice,4.0,11.10.2019
17.11.2019,55,uk,rice,rice,2.0,17.11.2019
24.11.2019,51,uk,rice,rice,2.0,24.11.2019
12.01.2019,50,uk,rice,rice,-4.0,12.01.2019
12.08.2019,47,uk,rice,rice,3.0,12.08.2019
15.12.2019,47,uk,rice,rice,2.0,15.12.2019
22.12.2019,46,uk,rice,rice,0.0,22.12.2019
29.12.2019,76,uk,rice,rice,13.0,29.12.2019
01.05.2020,78,uk,rice,rice,1.0,01.05.2020
01.12.2020,74,uk,rice,rice,-2.0,01.12.2020
19.01.2020,75,uk,rice,rice,8.0,19.01.2020
26.01.2020,72,uk,rice,rice,9.0,26.01.2020
02.02.2020,69,uk,rice,rice,-3.0,02.02.2020
02.09.2020,66,uk,rice,rice,0.0,02.09.2020
16.02.2020,64,uk,rice,rice,2.0,16.02.2020
23.02.2020,63,uk,rice,rice,3.0,23.02.2020
03.01.2020,65,uk,rice,rice,3.0,03.01.2020
03.08.2020,63,uk,rice,rice,2.0,03.08.2020
15.03.2020,73,uk,rice,rice,3.0,15.03.2020
22.03.2020,80,uk,rice,rice,18.0,22.03.2020
29.03.2020,90,uk,rice,rice,30.0,29.03.2020
04.05.2020,96,uk,rice,rice,31.0,04.05.2020
04.12.2020,100,uk,rice,rice,41.0,04.12.2020
19.04.2020,95,uk,rice,rice,40.0,19.04.2020
26.04.2020,99,uk,rice,rice,38.0,26.04.2020
05.03.2020,92,uk,rice,rice,32.0,05.03.2020
05.10.2020,92,uk,rice,rice,24.0,05.10.2020
17.05.2020,86,uk,rice,rice,27.0,17.05.2020
24.05.2020,80,uk,rice,rice,24.0,24.05.2020
31.05.2020,76,uk,rice,rice,19.0,31.05.2020
06.07.2020,80,uk,rice,rice,19.0,06.07.2020
14.06.2020,77,uk,rice,rice,20.0,14.06.2020
21.06.2020,70,uk,rice,rice,17.0,21.06.2020
28.06.2020,75,uk,rice,rice,23.0,28.06.2020
07.05.2020,70,uk,rice,rice,16.0,07.05.2020
07.12.2020,70,uk,rice,rice,18.0,07.12.2020
19.07.2020,75,uk,rice,rice,24.0,19.07.2020
26.07.2020,78,uk,rice,rice,23.0,26.07.2020
08.02.2020,70,uk,rice,rice,12.0,08.02.2020
08.09.2020,66,uk,rice,rice,13.0,08.09.2020
16.08.2020,69,uk,rice,rice,12.0,16.08.2020
23.08.2020,69,uk,rice,rice,13.0,23.08.2020
30.08.2020,70,uk,rice,rice,1.0,30.08.2020
09.06.2020,69,uk,rice,rice,1.0,09.06.2020
13.09.2020,67,uk,rice,rice,-6.0,13.09.2020
20.09.2020,72,uk,rice,rice,-1.0,20.09.2020
27.09.2020,71,uk,rice,rice,0.0,27.09.2020
10.04.2020,97,uk,rice,rice,25.0,10.04.2020
10.11.2020,87,uk,rice,rice,28.0,10.11.2020
18.10.2020,78,uk,rice,rice,18.0,18.10.2020
25.10.2020,77,uk,rice,rice,18.0,25.10.2020
11.01.2020,67,uk,rice,rice,10.0,11.01.2020
11.03.2019,74,ger,spices,gewuerze,-3.0,11.03.2019
11.10.2019,70,ger,spices,gewuerze,-8.0,11.10.2019
17.11.2019,74,ger,spices,gewuerze,5.0,17.11.2019
24.11.2019,81,ger,spices,gewuerze,1.0,24.11.2019
12.01.2019,87,ger,spices,gewuerze,5.0,12.01.2019
12.08.2019,95,ger,spices,gewuerze,5.0,12.08.2019
15.12.2019,100,ger,spices,gewuerze,17.0,15.12.2019
22.12.2019,91,ger,spices,gewuerze,16.0,22.12.2019
29.12.2019,76,ger,spices,gewuerze,8.0,29.12.2019
01.05.2020,76,ger,spices,gewuerze,10.0,01.05.2020
01.12.2020,64,ger,spices,gewuerze,-2.0,01.12.2020
19.01.2020,68,ger,spices,gewuerze,8.0,19.01.2020
26.01.2020,72,ger,spices,gewuerze,7.0,26.01.2020
02.02.2020,62,ger,spices,gewuerze,-8.0,02.02.2020
02.09.2020,59,ger,spices,gewuerze,-1.0,02.09.2020
16.02.2020,67,ger,spices,gewuerze,6.0,16.02.2020
23.02.2020,54,ger,spices,gewuerze,1.0,23.02.2020
03.01.2020,63,ger,spices,gewuerze,6.0,03.01.2020
03.08.2020,54,ger,spices,gewuerze,-5.0,03.08.2020
15.03.2020,50,ger,spices,gewuerze,-11.0,15.03.2020
22.03.2020,65,ger,spices,gewuerze,5.0,22.03.2020
29.03.2020,81,ger,spices,gewuerze,25.0,29.03.2020
04.05.2020,80,ger,spices,gewuerze,28.0,04.05.2020
04.12.2020,76,ger,spices,gewuerze,19.0,04.12.2020
19.04.2020,71,ger,spices,gewuerze,17.0,19.04.2020
26.04.2020,78,ger,spices,gewuerze,22.0,26.04.2020
05.03.2020,75,ger,spices,gewuerze,17.0,05.03.2020
05.10.2020,66,ger,spices,gewuerze,16.0,05.10.2020
17.05.2020,70,ger,spices,gewuerze,14.0,17.05.2020
24.05.2020,69,ger,spices,gewuerze,15.0,24.05.2020
31.05.2020,67,ger,spices,gewuerze,17.0,31.05.2020
06.07.2020,64,ger,spices,gewuerze,11.0,06.07.2020
14.06.2020,64,ger,spices,gewuerze,21.0,14.06.2020
21.06.2020,58,ger,spices,gewuerze,15.0,21.06.2020
28.06.2020,56,ger,spices,gewuerze,14.0,28.06.2020
07.05.2020,71,ger,spices,gewuerze,24.0,07.05.2020
07.12.2020,59,ger,spices,gewuerze,3.0,07.12.2020
19.07.2020,73,ger,spices,gewuerze,20.0,19.07.2020
26.07.2020,66,ger,spices,gewuerze,17.0,26.07.2020
08.02.2020,74,ger,spices,gewuerze,17.0,08.02.2020
08.09.2020,59,ger,spices,gewuerze,5.0,08.09.2020
16.08.2020,66,ger,spices,gewuerze,10.0,16.08.2020
23.08.2020,72,ger,spices,gewuerze,16.0,23.08.2020
30.08.2020,73,ger,spices,gewuerze,20.0,30.08.2020
09.06.2020,67,ger,spices,gewuerze,14.0,09.06.2020
13.09.2020,63,ger,spices,gewuerze,5.0,13.09.2020
20.09.2020,77,ger,spices,gewuerze,13.0,20.09.2020
27.09.2020,88,ger,spices,gewuerze,21.0,27.09.2020
10.04.2020,77,ger,spices,gewuerze,13.0,10.04.2020
10.11.2020,90,ger,spices,gewuerze,20.0,10.11.2020
18.10.2020,99,ger,spices,gewuerze,28.0,18.10.2020
25.10.2020,88,ger,spices,gewuerze,19.0,25.10.2020
11.01.2020,89,ger,spices,gewuerze,15.0,11.01.2020
11.03.2019,58,nl,spices,kruiden,12.0,11.03.2019
11.10.2019,58,nl,spices,kruiden,2.0,11.10.2019
17.11.2019,59,nl,spices,kruiden,14.0,17.11.2019
24.11.2019,49,nl,spices,kruiden,-3.0,24.11.2019
12.01.2019,50,nl,spices,kruiden,-4.0,12.01.2019
12.08.2019,54,nl,spices,kruiden,0.0,12.08.2019
15.12.2019,55,nl,spices,kruiden,-5.0,15.12.2019
22.12.2019,69,nl,spices,kruiden,11.0,22.12.2019
29.12.2019,59,nl,spices,kruiden,8.0,29.12.2019
01.05.2020,65,nl,spices,kruiden,5.0,01.05.2020
01.12.2020,60,nl,spices,kruiden,-1.0,01.12.2020
19.01.2020,66,nl,spices,kruiden,14.0,19.01.2020
26.01.2020,58,nl,spices,kruiden,1.0,26.01.2020
02.02.2020,60,nl,spices,kruiden,3.0,02.02.2020
02.09.2020,55,nl,spices,kruiden,-2.0,02.09.2020
16.02.2020,53,nl,spices,kruiden,-2.0,16.02.2020
23.02.2020,57,nl,spices,kruiden,4.0,23.02.2020
03.01.2020,54,nl,spices,kruiden,6.0,03.01.2020
03.08.2020,52,nl,spices,kruiden,3.0,03.08.2020
15.03.2020,67,nl,spices,kruiden,17.0,15.03.2020
22.03.2020,72,nl,spices,kruiden,21.0,22.03.2020
29.03.2020,82,nl,spices,kruiden,26.0,29.03.2020
04.05.2020,86,nl,spices,kruiden,37.0,04.05.2020
04.12.2020,88,nl,spices,kruiden,32.0,04.12.2020
19.04.2020,83,nl,spices,kruiden,34.0,19.04.2020
26.04.2020,100,nl,spices,kruiden,39.0,26.04.2020
05.03.2020,93,nl,spices,kruiden,39.0,05.03.2020
05.10.2020,86,nl,spices,kruiden,33.0,05.10.2020
17.05.2020,79,nl,spices,kruiden,24.0,17.05.2020
24.05.2020,84,nl,spices,kruiden,26.0,24.05.2020
31.05.2020,65,nl,spices,kruiden,14.0,31.05.2020
06.07.2020,76,nl,spices,kruiden,25.0,06.07.2020
14.06.2020,71,nl,spices,kruiden,19.0,14.06.2020
21.06.2020,59,nl,spices,kruiden,10.0,21.06.2020
28.06.2020,63,nl,spices,kruiden,11.0,28.06.2020
07.05.2020,67,nl,spices,kruiden,15.0,07.05.2020
07.12.2020,63,nl,spices,kruiden,7.0,07.12.2020
19.07.2020,65,nl,spices,kruiden,5.0,19.07.2020
26.07.2020,68,nl,spices,kruiden,11.0,26.07.2020
08.02.2020,66,nl,spices,kruiden,11.0,08.02.2020
08.09.2020,60,nl,spices,kruiden,3.0,08.09.2020
16.08.2020,67,nl,spices,kruiden,6.0,16.08.2020
23.08.2020,60,nl,spices,kruiden,11.0,23.08.2020
30.08.2020,62,nl,spices,kruiden,12.0,30.08.2020
09.06.2020,61,nl,spices,kruiden,1.0,09.06.2020
13.09.2020,62,nl,spices,kruiden,-1.0,13.09.2020
20.09.2020,65,nl,spices,kruiden,6.0,20.09.2020
27.09.2020,64,nl,spices,kruiden,10.0,27.09.2020
10.04.2020,70,nl,spices,kruiden,12.0,10.04.2020
10.11.2020,71,nl,spices,kruiden,10.0,10.11.2020
18.10.2020,75,nl,spices,kruiden,7.0,18.10.2020
25.10.2020,75,nl,spices,kruiden,19.0,25.10.2020
11.01.2020,71,nl,spices,kruiden,13.0,11.01.2020
11.03.2019,61,uk,spices,spice,5.0,11.03.2019
11.10.2019,58,uk,spices,spice,-5.0,11.10.2019
17.11.2019,62,uk,spices,spice,4.0,17.11.2019
24.11.2019,54,uk,spices,spice,-7.0,24.11.2019
12.01.2019,59,uk,spices,spice,0.0,12.01.2019
12.08.2019,62,uk,spices,spice,-6.0,12.08.2019
15.12.2019,69,uk,spices,spice,9.0,15.12.2019
22.12.2019,76,uk,spices,spice,-3.0,22.12.2019
29.12.2019,62,uk,spices,spice,-7.0,29.12.2019
01.05.2020,72,uk,spices,spice,3.0,01.05.2020
01.12.2020,73,uk,spices,spice,13.0,01.12.2020
19.01.2020,60,uk,spices,spice,-6.0,19.01.2020
26.01.2020,69,uk,spices,spice,7.0,26.01.2020
02.02.2020,71,uk,spices,spice,3.0,02.02.2020
02.09.2020,66,uk,spices,spice,-3.0,02.09.2020
16.02.2020,53,uk,spices,spice,-5.0,16.02.2020
23.02.2020,58,uk,spices,spice,-1.0,23.02.2020
03.01.2020,63,uk,spices,spice,6.0,03.01.2020
03.08.2020,63,uk,spices,spice,5.0,03.08.2020
15.03.2020,53,uk,spices,spice,-3.0,15.03.2020
22.03.2020,79,uk,spices,spice,24.0,22.03.2020
29.03.2020,92,uk,spices,spice,25.0,29.03.2020
04.05.2020,98,uk,spices,spice,34.0,04.05.2020
04.12.2020,100,uk,spices,spice,47.0,04.12.2020
19.04.2020,92,uk,spices,spice,39.0,19.04.2020
26.04.2020,98,uk,spices,spice,48.0,26.04.2020
05.03.2020,93,uk,spices,spice,26.0,05.03.2020
05.10.2020,81,uk,spices,spice,23.0,05.10.2020
17.05.2020,79,uk,spices,spice,37.0,17.05.2020
24.05.2020,83,uk,spices,spice,35.0,24.05.2020
31.05.2020,75,uk,spices,spice,20.0,31.05.2020
06.07.2020,70,uk,spices,spice,22.0,06.07.2020
14.06.2020,73,uk,spices,spice,20.0,14.06.2020
21.06.2020,67,uk,spices,spice,14.0,21.06.2020
28.06.2020,68,uk,spices,spice,22.0,28.06.2020
07.05.2020,73,uk,spices,spice,19.0,07.05.2020
07.12.2020,69,uk,spices,spice,20.0,07.12.2020
19.07.2020,63,uk,spices,spice,14.0,19.07.2020
26.07.2020,61,uk,spices,spice,3.0,26.07.2020
08.02.2020,64,uk,spices,spice,6.0,08.02.2020
08.09.2020,60,uk,spices,spice,2.0,08.09.2020
16.08.2020,76,uk,spices,spice,18.0,16.08.2020
23.08.2020,65,uk,spices,spice,11.0,23.08.2020
30.08.2020,68,uk,spices,spice,13.0,30.08.2020
09.06.2020,72,uk,spices,spice,23.0,09.06.2020
13.09.2020,63,uk,spices,spice,10.0,13.09.2020
20.09.2020,72,uk,spices,spice,19.0,20.09.2020
27.09.2020,74,uk,spices,spice,20.0,27.09.2020
10.04.2020,83,uk,spices,spice,20.0,10.04.2020
10.11.2020,79,uk,spices,spice,19.0,10.11.2020
18.10.2020,77,uk,spices,spice,23.0,18.10.2020
25.10.2020,79,uk,spices,spice,16.0,25.10.2020
11.01.2020,77,uk,spices,spice,16.0,11.01.2020
11.03.2019,51,ger,takeaway,zummitnehmen,12.0,11.03.2019
11.10.2019,55,ger,takeaway,zummitnehmen,36.0,11.10.2019
17.11.2019,58,ger,takeaway,zummitnehmen,21.0,17.11.2019
24.11.2019,39,ger,takeaway,zummitnehmen,-3.0,24.11.2019
12.01.2019,31,ger,takeaway,zummitnehmen,-2.0,12.01.2019
12.08.2019,25,ger,takeaway,zummitnehmen,-19.0,12.08.2019
15.12.2019,24,ger,takeaway,zummitnehmen,-10.0,15.12.2019
22.12.2019,38,ger,takeaway,zummitnehmen,-3.0,22.12.2019
29.12.2019,42,ger,takeaway,zummitnehmen,5.0,29.12.2019
01.05.2020,65,ger,takeaway,zummitnehmen,24.0,01.05.2020
01.12.2020,40,ger,takeaway,zummitnehmen,-3.0,01.12.2020
19.01.2020,47,ger,takeaway,zummitnehmen,8.0,19.01.2020
26.01.2020,49,ger,takeaway,zummitnehmen,8.0,26.01.2020
02.02.2020,41,ger,takeaway,zummitnehmen,-2.0,02.02.2020
02.09.2020,48,ger,takeaway,zummitnehmen,14.0,02.09.2020
16.02.2020,44,ger,takeaway,zummitnehmen,-10.0,16.02.2020
23.02.2020,43,ger,takeaway,zummitnehmen,-6.0,23.02.2020
03.01.2020,41,ger,takeaway,zummitnehmen,-12.0,03.01.2020
03.08.2020,36,ger,takeaway,zummitnehmen,-8.0,03.08.2020
15.03.2020,49,ger,takeaway,zummitnehmen,15.0,15.03.2020
22.03.2020,48,ger,takeaway,zummitnehmen,-7.0,22.03.2020
29.03.2020,56,ger,takeaway,zummitnehmen,11.0,29.03.2020
04.05.2020,68,ger,takeaway,zummitnehmen,26.0,04.05.2020
04.12.2020,72,ger,takeaway,zummitnehmen,24.0,04.12.2020
19.04.2020,59,ger,takeaway,zummitnehmen,18.0,19.04.2020
26.04.2020,70,ger,takeaway,zummitnehmen,20.0,26.04.2020
05.03.2020,69,ger,takeaway,zummitnehmen,33.0,05.03.2020
05.10.2020,59,ger,takeaway,zummitnehmen,27.0,05.10.2020
17.05.2020,54,ger,takeaway,zummitnehmen,17.0,17.05.2020
24.05.2020,32,ger,takeaway,zummitnehmen,-11.0,24.05.2020
31.05.2020,65,ger,takeaway,zummitnehmen,30.0,31.05.2020
06.07.2020,46,ger,takeaway,zummitnehmen,-10.0,06.07.2020
14.06.2020,57,ger,takeaway,zummitnehmen,-14.0,14.06.2020
21.06.2020,47,ger,takeaway,zummitnehmen,-2.0,21.06.2020
28.06.2020,48,ger,takeaway,zummitnehmen,10.0,28.06.2020
07.05.2020,62,ger,takeaway,zummitnehmen,15.0,07.05.2020
07.12.2020,64,ger,takeaway,zummitnehmen,29.0,07.12.2020
19.07.2020,49,ger,takeaway,zummitnehmen,0.0,19.07.2020
26.07.2020,62,ger,takeaway,zummitnehmen,14.0,26.07.2020
08.02.2020,58,ger,takeaway,zummitnehmen,-12.0,08.02.2020
08.09.2020,65,ger,takeaway,zummitnehmen,10.0,08.09.2020
16.08.2020,70,ger,takeaway,zummitnehmen,20.0,16.08.2020
23.08.2020,46,ger,takeaway,zummitnehmen,-17.0,23.08.2020
30.08.2020,61,ger,takeaway,zummitnehmen,31.0,30.08.2020
09.06.2020,45,ger,takeaway,zummitnehmen,-17.0,09.06.2020
13.09.2020,55,ger,takeaway,zummitnehmen,21.0,13.09.2020
20.09.2020,52,ger,takeaway,zummitnehmen,7.0,20.09.2020
27.09.2020,49,ger,takeaway,zummitnehmen,13.0,27.09.2020
10.04.2020,68,ger,takeaway,zummitnehmen,27.0,10.04.2020
10.11.2020,64,ger,takeaway,zummitnehmen,-1.0,10.11.2020
18.10.2020,53,ger,takeaway,zummitnehmen,2.0,18.10.2020
25.10.2020,68,ger,takeaway,zummitnehmen,23.0,25.10.2020
11.01.2020,100,ger,takeaway,zummitnehmen,49.0,11.01.2020
11.03.2019,20,nl,takeaway,takeaway,-2.0,11.03.2019
11.10.2019,26,nl,takeaway,takeaway,1.0,11.10.2019
17.11.2019,26,nl,takeaway,takeaway,9.0,17.11.2019
24.11.2019,22,nl,takeaway,takeaway,-2.0,24.11.2019
12.01.2019,23,nl,takeaway,takeaway,12.0,12.01.2019
12.08.2019,27,nl,takeaway,takeaway,5.0,12.08.2019
15.12.2019,20,nl,takeaway,takeaway,-1.0,15.12.2019
22.12.2019,23,nl,takeaway,takeaway,-2.0,22.12.2019
29.12.2019,18,nl,takeaway,takeaway,-5.0,29.12.2019
01.05.2020,32,nl,takeaway,takeaway,4.0,01.05.2020
01.12.2020,26,nl,takeaway,takeaway,4.0,01.12.2020
19.01.2020,26,nl,takeaway,takeaway,-1.0,19.01.2020
26.01.2020,29,nl,takeaway,takeaway,3.0,26.01.2020
02.02.2020,25,nl,takeaway,takeaway,-2.0,02.02.2020
02.09.2020,40,nl,takeaway,takeaway,22.0,02.09.2020
16.02.2020,22,nl,takeaway,takeaway,-19.0,16.02.2020
23.02.2020,38,nl,takeaway,takeaway,14.0,23.02.2020
03.01.2020,27,nl,takeaway,takeaway,1.0,03.01.2020
03.08.2020,26,nl,takeaway,takeaway,-6.0,03.08.2020
15.03.2020,39,nl,takeaway,takeaway,19.0,15.03.2020
22.03.2020,35,nl,takeaway,takeaway,15.0,22.03.2020
29.03.2020,44,nl,takeaway,takeaway,26.0,29.03.2020
04.05.2020,44,nl,takeaway,takeaway,13.0,04.05.2020
04.12.2020,38,nl,takeaway,takeaway,16.0,04.12.2020
19.04.2020,42,nl,takeaway,takeaway,15.0,19.04.2020
26.04.2020,72,nl,takeaway,takeaway,45.0,26.04.2020
05.03.2020,82,nl,takeaway,takeaway,63.0,05.03.2020
05.10.2020,78,nl,takeaway,takeaway,57.0,05.10.2020
17.05.2020,73,nl,takeaway,takeaway,52.0,17.05.2020
24.05.2020,54,nl,takeaway,takeaway,28.0,24.05.2020
31.05.2020,38,nl,takeaway,takeaway,17.0,31.05.2020
06.07.2020,48,nl,takeaway,takeaway,25.0,06.07.2020
14.06.2020,37,nl,takeaway,takeaway,12.0,14.06.2020
21.06.2020,30,nl,takeaway,takeaway,4.0,21.06.2020
28.06.2020,45,nl,takeaway,takeaway,19.0,28.06.2020
07.05.2020,43,nl,takeaway,takeaway,23.0,07.05.2020
07.12.2020,20,nl,takeaway,takeaway,-7.0,07.12.2020
19.07.2020,33,nl,takeaway,takeaway,4.0,19.07.2020
26.07.2020,27,nl,takeaway,takeaway,-12.0,26.07.2020
08.02.2020,39,nl,takeaway,takeaway,14.0,08.02.2020
08.09.2020,33,nl,takeaway,takeaway,3.0,08.09.2020
16.08.2020,34,nl,takeaway,takeaway,10.0,16.08.2020
23.08.2020,30,nl,takeaway,takeaway,0.0,23.08.2020
30.08.2020,33,nl,takeaway,takeaway,9.0,30.08.2020
09.06.2020,45,nl,takeaway,takeaway,21.0,09.06.2020
13.09.2020,31,nl,takeaway,takeaway,13.0,13.09.2020
20.09.2020,21,nl,takeaway,takeaway,-2.0,20.09.2020
27.09.2020,32,nl,takeaway,takeaway,7.0,27.09.2020
10.04.2020,38,nl,takeaway,takeaway,5.0,10.04.2020
10.11.2020,78,nl,takeaway,takeaway,47.0,10.11.2020
18.10.2020,100,nl,takeaway,takeaway,72.0,18.10.2020
25.10.2020,99,nl,takeaway,takeaway,70.0,25.10.2020
11.01.2020,91,nl,takeaway,takeaway,71.0,11.01.2020
11.03.2019,54,uk,takeaway,takeaway,1.0,11.03.2019
11.10.2019,50,uk,takeaway,takeaway,-7.0,11.10.2019
17.11.2019,53,uk,takeaway,takeaway,-3.0,17.11.2019
24.11.2019,52,uk,takeaway,takeaway,0.0,24.11.2019
12.01.2019,51,uk,takeaway,takeaway,0.0,12.01.2019
12.08.2019,46,uk,takeaway,takeaway,-7.0,12.08.2019
15.12.2019,48,uk,takeaway,takeaway,-6.0,15.12.2019
22.12.2019,56,uk,takeaway,takeaway,-2.0,22.12.2019
29.12.2019,57,uk,takeaway,takeaway,-8.0,29.12.2019
01.05.2020,47,uk,takeaway,takeaway,-5.0,01.05.2020
01.12.2020,47,uk,takeaway,takeaway,-9.0,01.12.2020
19.01.2020,50,uk,takeaway,takeaway,1.0,19.01.2020
26.01.2020,54,uk,takeaway,takeaway,4.0,26.01.2020
02.02.2020,52,uk,takeaway,takeaway,-9.0,02.02.2020
02.09.2020,51,uk,takeaway,takeaway,-2.0,02.09.2020
16.02.2020,55,uk,takeaway,takeaway,1.0,16.02.2020
23.02.2020,55,uk,takeaway,takeaway,0.0,23.02.2020
03.01.2020,55,uk,takeaway,takeaway,5.0,03.01.2020
03.08.2020,48,uk,takeaway,takeaway,1.0,03.08.2020
15.03.2020,71,uk,takeaway,takeaway,13.0,15.03.2020
22.03.2020,100,uk,takeaway,takeaway,47.0,22.03.2020
29.03.2020,81,uk,takeaway,takeaway,8.0,29.03.2020
04.05.2020,73,uk,takeaway,takeaway,-6.0,04.05.2020
04.12.2020,97,uk,takeaway,takeaway,18.0,04.12.2020
19.04.2020,79,uk,takeaway,takeaway,8.0,19.04.2020
26.04.2020,90,uk,takeaway,takeaway,37.0,26.04.2020
05.03.2020,89,uk,takeaway,takeaway,40.0,05.03.2020
05.10.2020,90,uk,takeaway,takeaway,38.0,05.10.2020
17.05.2020,91,uk,takeaway,takeaway,40.0,17.05.2020
24.05.2020,98,uk,takeaway,takeaway,42.0,24.05.2020
31.05.2020,90,uk,takeaway,takeaway,37.0,31.05.2020
06.07.2020,95,uk,takeaway,takeaway,48.0,06.07.2020
14.06.2020,91,uk,takeaway,takeaway,43.0,14.06.2020
21.06.2020,91,uk,takeaway,takeaway,37.0,21.06.2020
28.06.2020,85,uk,takeaway,takeaway,37.0,28.06.2020
07.05.2020,84,uk,takeaway,takeaway,33.0,07.05.2020
07.12.2020,78,uk,takeaway,takeaway,25.0,07.12.2020
19.07.2020,84,uk,takeaway,takeaway,27.0,19.07.2020
26.07.2020,89,uk,takeaway,takeaway,35.0,26.07.2020
08.02.2020,94,uk,takeaway,takeaway,43.0,08.02.2020
08.09.2020,97,uk,takeaway,takeaway,38.0,08.09.2020
16.08.2020,92,uk,takeaway,takeaway,35.0,16.08.2020
23.08.2020,98,uk,takeaway,takeaway,27.0,23.08.2020
30.08.2020,93,uk,takeaway,takeaway,36.0,30.08.2020
09.06.2020,85,uk,takeaway,takeaway,32.0,09.06.2020
13.09.2020,82,uk,takeaway,takeaway,30.0,13.09.2020
20.09.2020,84,uk,takeaway,takeaway,31.0,20.09.2020
27.09.2020,82,uk,takeaway,takeaway,25.0,27.09.2020
10.04.2020,72,uk,takeaway,takeaway,13.0,10.04.2020
10.11.2020,62,uk,takeaway,takeaway,10.0,10.11.2020
18.10.2020,68,uk,takeaway,takeaway,14.0,18.10.2020
25.10.2020,67,uk,takeaway,takeaway,19.0,25.10.2020
11.01.2020,81,uk,takeaway,takeaway,27.0,11.01.2020
11.03.2019,37,ger,to-go,zummitnehmen,2.0,11.03.2019
11.10.2019,57,ger,to-go,zummitnehmen,21.0,11.10.2019
17.11.2019,45,ger,to-go,zummitnehmen,-4.0,17.11.2019
24.11.2019,51,ger,to-go,zummitnehmen,8.0,24.11.2019
12.01.2019,56,ger,to-go,zummitnehmen,7.0,12.01.2019
12.08.2019,46,ger,to-go,zummitnehmen,3.0,12.08.2019
15.12.2019,36,ger,to-go,zummitnehmen,-7.0,15.12.2019
22.12.2019,52,ger,to-go,zummitnehmen,10.0,22.12.2019
29.12.2019,58,ger,to-go,zummitnehmen,16.0,29.12.2019
01.05.2020,39,ger,to-go,zummitnehmen,0.0,01.05.2020
01.12.2020,40,ger,to-go,zummitnehmen,-11.0,01.12.2020
19.01.2020,45,ger,to-go,zummitnehmen,4.0,19.01.2020
26.01.2020,42,ger,to-go,zummitnehmen,-1.0,26.01.2020
02.02.2020,39,ger,to-go,zummitnehmen,1.0,02.02.2020
02.09.2020,46,ger,to-go,zummitnehmen,9.0,02.09.2020
16.02.2020,51,ger,to-go,zummitnehmen,7.0,16.02.2020
23.02.2020,44,ger,to-go,zummitnehmen,-2.0,23.02.2020
03.01.2020,41,ger,to-go,zummitnehmen,-5.0,03.01.2020
03.08.2020,28,ger,to-go,zummitnehmen,-13.0,03.08.2020
15.03.2020,42,ger,to-go,zummitnehmen,0.0,15.03.2020
22.03.2020,62,ger,to-go,zummitnehmen,19.0,22.03.2020
29.03.2020,65,ger,to-go,zummitnehmen,-1.0,29.03.2020
04.05.2020,62,ger,to-go,zummitnehmen,10.0,04.05.2020
04.12.2020,57,ger,to-go,zummitnehmen,9.0,04.12.2020
19.04.2020,73,ger,to-go,zummitnehmen,29.0,19.04.2020
26.04.2020,74,ger,to-go,zummitnehmen,26.0,26.04.2020
05.03.2020,73,ger,to-go,zummitnehmen,32.0,05.03.2020
05.10.2020,59,ger,to-go,zummitnehmen,23.0,05.10.2020
17.05.2020,62,ger,to-go,zummitnehmen,19.0,17.05.2020
24.05.2020,55,ger,to-go,zummitnehmen,11.0,24.05.2020
31.05.2020,51,ger,to-go,zummitnehmen,-4.0,31.05.2020
06.07.2020,56,ger,to-go,zummitnehmen,14.0,06.07.2020
14.06.2020,48,ger,to-go,zummitnehmen,-10.0,14.06.2020
21.06.2020,58,ger,to-go,zummitnehmen,-4.0,21.06.2020
28.06.2020,49,ger,to-go,zummitnehmen,7.0,28.06.2020
07.05.2020,54,ger,to-go,zummitnehmen,9.0,07.05.2020
07.12.2020,58,ger,to-go,zummitnehmen,11.0,07.12.2020
19.07.2020,54,ger,to-go,zummitnehmen,2.0,19.07.2020
26.07.2020,59,ger,to-go,zummitnehmen,16.0,26.07.2020
08.02.2020,74,ger,to-go,zummitnehmen,21.0,08.02.2020
08.09.2020,70,ger,to-go,zummitnehmen,27.0,08.09.2020
16.08.2020,71,ger,to-go,zummitnehmen,13.0,16.08.2020
23.08.2020,68,ger,to-go,zummitnehmen,14.0,23.08.2020
30.08.2020,47,ger,to-go,zummitnehmen,4.0,30.08.2020
09.06.2020,58,ger,to-go,zummitnehmen,9.0,09.06.2020
13.09.2020,51,ger,to-go,zummitnehmen,7.0,13.09.2020
20.09.2020,59,ger,to-go,zummitnehmen,10.0,20.09.2020
27.09.2020,63,ger,to-go,zummitnehmen,22.0,27.09.2020
10.04.2020,56,ger,to-go,zummitnehmen,10.0,10.04.2020
