date,score,country,term,translated_term,score_difference,date_str,orig_score_diff,display_term,renamed_term,iso_num,iso_alpha,score_diff_positive
2020-01-12,11,uk,bananabread,bananbread,1,2020-01-12,1,banana bread,banana bread,826.0,GBR,positive
2020-01-19,13,uk,bananabread,bananbread,2,2020-01-19,2,banana bread,banana bread,826.0,GBR,positive
2020-01-26,13,uk,bananabread,bananbread,1,2020-01-26,1,banana bread,banana bread,826.0,GBR,positive
2020-02-02,15,uk,bananabread,bananbread,2,2020-02-02,2,banana bread,banana bread,826.0,GBR,positive
2020-02-09,15,uk,bananabread,bananbread,2,2020-02-09,2,banana bread,banana bread,826.0,GBR,positive
2020-02-16,15,uk,bananabread,bananbread,2,2020-02-16,2,banana bread,banana bread,826.0,GBR,positive
2020-02-23,13,uk,bananabread,bananbread,1,2020-02-23,1,banana bread,banana bread,826.0,GBR,positive
2020-03-01,14,uk,bananabread,bananbread,3,2020-03-01,3,banana bread,banana bread,826.0,GBR,positive
2020-03-08,16,uk,bananabread,bananbread,3,2020-03-08,3,banana bread,banana bread,826.0,GBR,positive
2020-03-15,31,uk,bananabread,bananbread,19,2020-03-15,19,banana bread,banana bread,826.0,GBR,positive
2020-03-22,70,uk,bananabread,bananbread,59,2020-03-22,59,banana bread,banana bread,826.0,GBR,positive
2020-03-29,100,uk,bananabread,bananbread,87,2020-03-29,87,banana bread,banana bread,826.0,GBR,positive
2020-04-05,87,uk,bananabread,bananbread,74,2020-04-05,74,banana bread,banana bread,826.0,GBR,positive
2020-04-12,89,uk,bananabread,bananbread,77,2020-04-12,77,banana bread,banana bread,826.0,GBR,positive
2020-04-19,67,uk,bananabread,bananbread,56,2020-04-19,56,banana bread,banana bread,826.0,GBR,positive
2020-04-26,65,uk,bananabread,bananbread,55,2020-04-26,55,banana bread,banana bread,826.0,GBR,positive
2020-05-03,54,uk,bananabread,bananbread,42,2020-05-03,42,banana bread,banana bread,826.0,GBR,positive
2020-05-10,52,uk,bananabread,bananbread,42,2020-05-10,42,banana bread,banana bread,826.0,GBR,positive
2020-05-17,39,uk,bananabread,bananbread,29,2020-05-17,29,banana bread,banana bread,826.0,GBR,positive
2020-05-24,36,uk,bananabread,bananbread,22,2020-05-24,22,banana bread,banana bread,826.0,GBR,positive
2020-05-31,35,uk,bananabread,bananbread,24,2020-05-31,24,banana bread,banana bread,826.0,GBR,positive
2020-06-07,30,uk,bananabread,bananbread,20,2020-06-07,20,banana bread,banana bread,826.0,GBR,positive
2020-06-14,26,uk,bananabread,bananbread,16,2020-06-14,16,banana bread,banana bread,826.0,GBR,positive
2020-06-21,22,uk,bananabread,bananbread,12,2020-06-21,12,banana bread,banana bread,826.0,GBR,positive
2020-06-28,25,uk,bananabread,bananbread,15,2020-06-28,15,banana bread,banana bread,826.0,GBR,positive
2020-07-05,21,uk,bananabread,bananbread,11,2020-07-05,11,banana bread,banana bread,826.0,GBR,positive
2020-07-12,18,uk,bananabread,bananbread,8,2020-07-12,8,banana bread,banana bread,826.0,GBR,positive
2020-07-19,20,uk,bananabread,bananbread,9,2020-07-19,9,banana bread,banana bread,826.0,GBR,positive
2020-07-26,18,uk,bananabread,bananbread,7,2020-07-26,7,banana bread,banana bread,826.0,GBR,positive
2020-08-02,17,uk,bananabread,bananbread,5,2020-08-02,5,banana bread,banana bread,826.0,GBR,positive
2020-08-09,16,uk,bananabread,bananbread,5,2020-08-09,5,banana bread,banana bread,826.0,GBR,positive
2020-08-16,15,uk,bananabread,bananbread,4,2020-08-16,4,banana bread,banana bread,826.0,GBR,positive
2020-08-23,13,uk,bananabread,bananbread,1,2020-08-23,1,banana bread,banana bread,826.0,GBR,positive
2020-08-30,14,uk,bananabread,bananbread,3,2020-08-30,3,banana bread,banana bread,826.0,GBR,positive
2020-09-06,15,uk,bananabread,bananbread,3,2020-09-06,3,banana bread,banana bread,826.0,GBR,positive
2020-09-13,16,uk,bananabread,bananbread,3,2020-09-13,3,banana bread,banana bread,826.0,GBR,positive
2020-09-20,17,uk,bananabread,bananbread,3,2020-09-20,3,banana bread,banana bread,826.0,GBR,positive
2020-09-27,16,uk,bananabread,bananbread,4,2020-09-27,4,banana bread,banana bread,826.0,GBR,positive
2020-10-04,18,uk,bananabread,bananbread,6,2020-10-04,6,banana bread,banana bread,826.0,GBR,positive
2020-10-11,17,uk,bananabread,bananbread,5,2020-10-11,5,banana bread,banana bread,826.0,GBR,positive
2020-10-18,17,uk,bananabread,bananbread,5,2020-10-18,5,banana bread,banana bread,826.0,GBR,positive
2020-10-25,18,uk,bananabread,bananbread,5,2020-10-25,5,banana bread,banana bread,826.0,GBR,positive
2020-11-01,20,uk,bananabread,bananbread,8,2020-11-01,8,banana bread,banana bread,826.0,GBR,positive
2019-11-03,45,ger,beans,bohnen,5,2019-11-03,5,beans,beans,276.0,DEU,positive
2019-11-10,44,ger,beans,bohnen,3,2019-11-10,3,beans,beans,276.0,DEU,positive
2019-11-17,42,ger,beans,bohnen,2,2019-11-17,2,beans,beans,276.0,DEU,positive
2019-11-24,41,ger,beans,bohnen,0,2019-11-24,0,beans,beans,276.0,DEU,positive
2019-12-01,35,ger,beans,bohnen,5,2019-12-01,-5,beans,beans,276.0,DEU,negative
2019-12-08,48,ger,beans,bohnen,7,2019-12-08,7,beans,beans,276.0,DEU,positive
2019-12-15,45,ger,beans,bohnen,0,2019-12-15,0,beans,beans,276.0,DEU,positive
2019-12-22,53,ger,beans,bohnen,1,2019-12-22,-1,beans,beans,276.0,DEU,negative
2019-12-29,49,ger,beans,bohnen,2,2019-12-29,2,beans,beans,276.0,DEU,positive
2020-01-05,55,ger,beans,bohnen,7,2020-01-05,7,beans,beans,276.0,DEU,positive
2020-01-12,56,ger,beans,bohnen,9,2020-01-12,9,beans,beans,276.0,DEU,positive
2020-01-19,56,ger,beans,bohnen,9,2020-01-19,9,beans,beans,276.0,DEU,positive
2020-01-26,49,ger,beans,bohnen,3,2020-01-26,3,beans,beans,276.0,DEU,positive
2020-02-02,51,ger,beans,bohnen,7,2020-02-02,7,beans,beans,276.0,DEU,positive
2020-02-09,52,ger,beans,bohnen,5,2020-02-09,5,beans,beans,276.0,DEU,positive
2020-02-16,46,ger,beans,bohnen,0,2020-02-16,0,beans,beans,276.0,DEU,positive
2020-02-23,51,ger,beans,bohnen,15,2020-02-23,15,beans,beans,276.0,DEU,positive
2020-03-01,49,ger,beans,bohnen,8,2020-03-01,8,beans,beans,276.0,DEU,positive
2020-03-08,41,ger,beans,bohnen,4,2020-03-08,-4,beans,beans,276.0,DEU,negative
2020-03-15,45,ger,beans,bohnen,6,2020-03-15,6,beans,beans,276.0,DEU,positive
2020-03-22,54,ger,beans,bohnen,13,2020-03-22,13,beans,beans,276.0,DEU,positive
2020-03-29,55,ger,beans,bohnen,9,2020-03-29,9,beans,beans,276.0,DEU,positive
2020-04-05,65,ger,beans,bohnen,18,2020-04-05,18,beans,beans,276.0,DEU,positive
2020-04-12,67,ger,beans,bohnen,21,2020-04-12,21,beans,beans,276.0,DEU,positive
2020-04-19,58,ger,beans,bohnen,10,2020-04-19,10,beans,beans,276.0,DEU,positive
2020-04-26,61,ger,beans,bohnen,15,2020-04-26,15,beans,beans,276.0,DEU,positive
2020-05-03,58,ger,beans,bohnen,15,2020-05-03,15,beans,beans,276.0,DEU,positive
2020-05-10,60,ger,beans,bohnen,17,2020-05-10,17,beans,beans,276.0,DEU,positive
2020-05-17,62,ger,beans,bohnen,20,2020-05-17,20,beans,beans,276.0,DEU,positive
2020-05-24,60,ger,beans,bohnen,24,2020-05-24,24,beans,beans,276.0,DEU,positive
2020-05-31,58,ger,beans,bohnen,23,2020-05-31,23,beans,beans,276.0,DEU,positive
2020-06-07,52,ger,beans,bohnen,12,2020-06-07,12,beans,beans,276.0,DEU,positive
2020-06-14,58,ger,beans,bohnen,21,2020-06-14,21,beans,beans,276.0,DEU,positive
2020-06-21,50,ger,beans,bohnen,12,2020-06-21,12,beans,beans,276.0,DEU,positive
2020-06-28,56,ger,beans,bohnen,10,2020-06-28,10,beans,beans,276.0,DEU,positive
2020-07-05,67,ger,beans,bohnen,11,2020-07-05,11,beans,beans,276.0,DEU,positive
2020-07-12,79,ger,beans,bohnen,19,2020-07-12,19,beans,beans,276.0,DEU,positive
2020-07-19,93,ger,beans,bohnen,24,2020-07-19,24,beans,beans,276.0,DEU,positive
2020-07-26,100,ger,beans,bohnen,22,2020-07-26,22,beans,beans,276.0,DEU,positive
2020-08-02,99,ger,beans,bohnen,24,2020-08-02,24,beans,beans,276.0,DEU,positive
2020-08-09,85,ger,beans,bohnen,13,2020-08-09,13,beans,beans,276.0,DEU,positive
2020-08-16,82,ger,beans,bohnen,23,2020-08-16,23,beans,beans,276.0,DEU,positive
2020-08-23,79,ger,beans,bohnen,20,2020-08-23,20,beans,beans,276.0,DEU,positive
2020-08-30,66,ger,beans,bohnen,3,2020-08-30,3,beans,beans,276.0,DEU,positive
2020-09-06,57,ger,beans,bohnen,0,2020-09-06,0,beans,beans,276.0,DEU,positive
2020-09-13,59,ger,beans,bohnen,2,2020-09-13,2,beans,beans,276.0,DEU,positive
2020-09-20,59,ger,beans,bohnen,6,2020-09-20,6,beans,beans,276.0,DEU,positive
2020-09-27,65,ger,beans,bohnen,12,2020-09-27,12,beans,beans,276.0,DEU,positive
2020-10-04,55,ger,beans,bohnen,4,2020-10-04,4,beans,beans,276.0,DEU,positive
2020-10-11,60,ger,beans,bohnen,15,2020-10-11,15,beans,beans,276.0,DEU,positive
2020-10-18,52,ger,beans,bohnen,11,2020-10-18,11,beans,beans,276.0,DEU,positive
2020-10-25,48,ger,beans,bohnen,10,2020-10-25,10,beans,beans,276.0,DEU,positive
2020-11-01,50,ger,beans,bohnen,5,2020-11-01,5,beans,beans,276.0,DEU,positive
2019-11-03,70,nl,beans,bonen,7,2019-11-03,7,beans,beans,533.0,NLD,positive
2019-11-10,70,nl,beans,bonen,6,2019-11-10,6,beans,beans,533.0,NLD,positive
2019-11-17,71,nl,beans,bonen,2,2019-11-17,2,beans,beans,533.0,NLD,positive
2019-11-24,72,nl,beans,bonen,5,2019-11-24,5,beans,beans,533.0,NLD,positive
2019-12-01,57,nl,beans,bonen,9,2019-12-01,-9,beans,beans,533.0,NLD,negative
2019-12-08,74,nl,beans,bonen,3,2019-12-08,3,beans,beans,533.0,NLD,positive
2019-12-15,62,nl,beans,bonen,7,2019-12-15,-7,beans,beans,533.0,NLD,negative
2019-12-22,62,nl,beans,bonen,9,2019-12-22,-9,beans,beans,533.0,NLD,negative
2019-12-29,71,nl,beans,bonen,2,2019-12-29,-2,beans,beans,533.0,NLD,negative
2020-01-05,77,nl,beans,bonen,12,2020-01-05,12,beans,beans,533.0,NLD,positive
2020-01-12,79,nl,beans,bonen,2,2020-01-12,-2,beans,beans,533.0,NLD,negative
2020-01-19,77,nl,beans,bonen,6,2020-01-19,6,beans,beans,533.0,NLD,positive
2020-01-26,80,nl,beans,bonen,11,2020-01-26,11,beans,beans,533.0,NLD,positive
2020-02-02,74,nl,beans,bonen,7,2020-02-02,7,beans,beans,533.0,NLD,positive
2020-02-09,71,nl,beans,bonen,2,2020-02-09,2,beans,beans,533.0,NLD,positive
2020-02-16,75,nl,beans,bonen,24,2020-02-16,24,beans,beans,533.0,NLD,positive
2020-02-23,74,nl,beans,bonen,27,2020-02-23,27,beans,beans,533.0,NLD,positive
2020-03-01,69,nl,beans,bonen,6,2020-03-01,6,beans,beans,533.0,NLD,positive
2020-03-08,71,nl,beans,bonen,2,2020-03-08,-2,beans,beans,533.0,NLD,negative
2020-03-15,73,nl,beans,bonen,12,2020-03-15,12,beans,beans,533.0,NLD,positive
2020-03-22,81,nl,beans,bonen,29,2020-03-22,29,beans,beans,533.0,NLD,positive
2020-03-29,91,nl,beans,bonen,26,2020-03-29,26,beans,beans,533.0,NLD,positive
2020-04-05,83,nl,beans,bonen,28,2020-04-05,28,beans,beans,533.0,NLD,positive
2020-04-12,85,nl,beans,bonen,37,2020-04-12,37,beans,beans,533.0,NLD,positive
2020-04-19,81,nl,beans,bonen,31,2020-04-19,31,beans,beans,533.0,NLD,positive
2020-04-26,100,nl,beans,bonen,36,2020-04-26,36,beans,beans,533.0,NLD,positive
2020-05-03,83,nl,beans,bonen,23,2020-05-03,23,beans,beans,533.0,NLD,positive
2020-05-10,88,nl,beans,bonen,30,2020-05-10,30,beans,beans,533.0,NLD,positive
2020-05-17,79,nl,beans,bonen,20,2020-05-17,20,beans,beans,533.0,NLD,positive
2020-05-24,69,nl,beans,bonen,1,2020-05-24,-1,beans,beans,533.0,NLD,negative
2020-05-31,70,nl,beans,bonen,10,2020-05-31,10,beans,beans,533.0,NLD,positive
2020-06-07,72,nl,beans,bonen,9,2020-06-07,9,beans,beans,533.0,NLD,positive
2020-06-14,73,nl,beans,bonen,20,2020-06-14,20,beans,beans,533.0,NLD,positive
2020-06-21,55,nl,beans,bonen,10,2020-06-21,10,beans,beans,533.0,NLD,positive
2020-06-28,70,nl,beans,bonen,33,2020-06-28,33,beans,beans,533.0,NLD,positive
2020-07-05,67,nl,beans,bonen,15,2020-07-05,15,beans,beans,533.0,NLD,positive
2020-07-12,65,nl,beans,bonen,9,2020-07-12,9,beans,beans,533.0,NLD,positive
2020-07-19,73,nl,beans,bonen,26,2020-07-19,26,beans,beans,533.0,NLD,positive
2020-07-26,82,nl,beans,bonen,29,2020-07-26,29,beans,beans,533.0,NLD,positive
2020-08-02,69,nl,beans,bonen,6,2020-08-02,6,beans,beans,533.0,NLD,positive
2020-08-09,61,nl,beans,bonen,8,2020-08-09,-8,beans,beans,533.0,NLD,negative
2020-08-16,63,nl,beans,bonen,15,2020-08-16,-15,beans,beans,533.0,NLD,negative
2020-08-23,71,nl,beans,bonen,12,2020-08-23,12,beans,beans,533.0,NLD,positive
2020-08-30,71,nl,beans,bonen,9,2020-08-30,9,beans,beans,533.0,NLD,positive
2020-09-06,71,nl,beans,bonen,2,2020-09-06,2,beans,beans,533.0,NLD,positive
2020-09-13,68,nl,beans,bonen,1,2020-09-13,1,beans,beans,533.0,NLD,positive
2020-09-20,72,nl,beans,bonen,0,2020-09-20,0,beans,beans,533.0,NLD,positive
2020-09-27,83,nl,beans,bonen,12,2020-09-27,12,beans,beans,533.0,NLD,positive
2020-10-04,88,nl,beans,bonen,39,2020-10-04,39,beans,beans,533.0,NLD,positive
2020-10-11,94,nl,beans,bonen,28,2020-10-11,28,beans,beans,533.0,NLD,positive
2020-10-18,88,nl,beans,bonen,20,2020-10-18,20,beans,beans,533.0,NLD,positive
2020-10-25,86,nl,beans,bonen,14,2020-10-25,14,beans,beans,533.0,NLD,positive
2020-11-01,80,nl,beans,bonen,10,2020-11-01,10,beans,beans,533.0,NLD,positive
2019-11-03,53,uk,beans,bean,6,2019-11-03,6,beans,beans,826.0,GBR,positive
2019-11-10,56,uk,beans,bean,8,2019-11-10,8,beans,beans,826.0,GBR,positive
2019-11-17,53,uk,beans,bean,3,2019-11-17,3,beans,beans,826.0,GBR,positive
2019-11-24,60,uk,beans,bean,10,2019-11-24,10,beans,beans,826.0,GBR,positive
2019-12-01,53,uk,beans,bean,4,2019-12-01,4,beans,beans,826.0,GBR,positive
2019-12-08,48,uk,beans,bean,0,2019-12-08,0,beans,beans,826.0,GBR,positive
2019-12-15,47,uk,beans,bean,8,2019-12-15,8,beans,beans,826.0,GBR,positive
2019-12-22,42,uk,beans,bean,0,2019-12-22,0,beans,beans,826.0,GBR,positive
2019-12-29,52,uk,beans,bean,2,2019-12-29,-2,beans,beans,826.0,GBR,negative
2020-01-05,67,uk,beans,bean,2,2020-01-05,2,beans,beans,826.0,GBR,positive
2020-01-12,63,uk,beans,bean,1,2020-01-12,1,beans,beans,826.0,GBR,positive
2020-01-19,64,uk,beans,bean,6,2020-01-19,6,beans,beans,826.0,GBR,positive
2020-01-26,59,uk,beans,bean,2,2020-01-26,2,beans,beans,826.0,GBR,positive
2020-02-02,61,uk,beans,bean,4,2020-02-02,4,beans,beans,826.0,GBR,positive
2020-02-09,58,uk,beans,bean,2,2020-02-09,-2,beans,beans,826.0,GBR,negative
2020-02-16,56,uk,beans,bean,1,2020-02-16,-1,beans,beans,826.0,GBR,negative
2020-02-23,54,uk,beans,bean,0,2020-02-23,0,beans,beans,826.0,GBR,positive
2020-03-01,59,uk,beans,bean,3,2020-03-01,3,beans,beans,826.0,GBR,positive
2020-03-08,54,uk,beans,bean,1,2020-03-08,1,beans,beans,826.0,GBR,positive
2020-03-15,59,uk,beans,bean,1,2020-03-15,1,beans,beans,826.0,GBR,positive
2020-03-22,73,uk,beans,bean,14,2020-03-22,14,beans,beans,826.0,GBR,positive
2020-03-29,82,uk,beans,bean,26,2020-03-29,26,beans,beans,826.0,GBR,positive
2020-04-05,89,uk,beans,bean,32,2020-04-05,32,beans,beans,826.0,GBR,positive
2020-04-12,92,uk,beans,bean,37,2020-04-12,37,beans,beans,826.0,GBR,positive
2020-04-19,93,uk,beans,bean,38,2020-04-19,38,beans,beans,826.0,GBR,positive
2020-04-26,100,uk,beans,bean,41,2020-04-26,41,beans,beans,826.0,GBR,positive
2020-05-03,95,uk,beans,bean,36,2020-05-03,36,beans,beans,826.0,GBR,positive
2020-05-10,91,uk,beans,bean,35,2020-05-10,35,beans,beans,826.0,GBR,positive
2020-05-17,92,uk,beans,bean,35,2020-05-17,35,beans,beans,826.0,GBR,positive
2020-05-24,89,uk,beans,bean,35,2020-05-24,35,beans,beans,826.0,GBR,positive
2020-05-31,86,uk,beans,bean,31,2020-05-31,31,beans,beans,826.0,GBR,positive
2020-06-07,80,uk,beans,bean,21,2020-06-07,21,beans,beans,826.0,GBR,positive
2020-06-14,78,uk,beans,bean,21,2020-06-14,21,beans,beans,826.0,GBR,positive
2020-06-21,73,uk,beans,bean,24,2020-06-21,24,beans,beans,826.0,GBR,positive
2020-06-28,76,uk,beans,bean,23,2020-06-28,23,beans,beans,826.0,GBR,positive
2020-07-05,71,uk,beans,bean,18,2020-07-05,18,beans,beans,826.0,GBR,positive
2020-07-12,75,uk,beans,bean,22,2020-07-12,22,beans,beans,826.0,GBR,positive
2020-07-19,73,uk,beans,bean,16,2020-07-19,16,beans,beans,826.0,GBR,positive
2020-07-26,67,uk,beans,bean,9,2020-07-26,9,beans,beans,826.0,GBR,positive
2020-08-02,76,uk,beans,bean,18,2020-08-02,18,beans,beans,826.0,GBR,positive
2020-08-09,70,uk,beans,bean,10,2020-08-09,10,beans,beans,826.0,GBR,positive
2020-08-16,72,uk,beans,bean,16,2020-08-16,16,beans,beans,826.0,GBR,positive
2020-08-23,68,uk,beans,bean,8,2020-08-23,8,beans,beans,826.0,GBR,positive
2020-08-30,62,uk,beans,bean,2,2020-08-30,-2,beans,beans,826.0,GBR,negative
2020-09-06,62,uk,beans,bean,1,2020-09-06,1,beans,beans,826.0,GBR,positive
2020-09-13,65,uk,beans,bean,7,2020-09-13,7,beans,beans,826.0,GBR,positive
2020-09-20,65,uk,beans,bean,4,2020-09-20,4,beans,beans,826.0,GBR,positive
2020-09-27,63,uk,beans,bean,6,2020-09-27,6,beans,beans,826.0,GBR,positive
2020-10-04,60,uk,beans,bean,3,2020-10-04,3,beans,beans,826.0,GBR,positive
2020-10-11,59,uk,beans,bean,5,2020-10-11,5,beans,beans,826.0,GBR,positive
2020-10-18,60,uk,beans,bean,6,2020-10-18,6,beans,beans,826.0,GBR,positive
2020-10-25,62,uk,beans,bean,8,2020-10-25,8,beans,beans,826.0,GBR,positive
2020-11-01,57,uk,beans,bean,4,2020-11-01,4,beans,beans,826.0,GBR,positive
2019-11-03,91,ger,coffee,kaffee,7,2019-11-03,7,coffee,coffee,276.0,DEU,positive
2019-11-10,91,ger,coffee,kaffee,0,2019-11-10,0,coffee,coffee,276.0,DEU,positive
2019-11-17,92,ger,coffee,kaffee,4,2019-11-17,4,coffee,coffee,276.0,DEU,positive
2019-11-24,87,ger,coffee,kaffee,2,2019-11-24,-2,coffee,coffee,276.0,DEU,negative
2019-12-01,93,ger,coffee,kaffee,10,2019-12-01,10,coffee,coffee,276.0,DEU,positive
2019-12-08,94,ger,coffee,kaffee,9,2019-12-08,9,coffee,coffee,276.0,DEU,positive
2019-12-15,93,ger,coffee,kaffee,2,2019-12-15,2,coffee,coffee,276.0,DEU,positive
2019-12-22,100,ger,coffee,kaffee,13,2019-12-22,13,coffee,coffee,276.0,DEU,positive
2019-12-29,95,ger,coffee,kaffee,4,2019-12-29,4,coffee,coffee,276.0,DEU,positive
2020-01-05,96,ger,coffee,kaffee,10,2020-01-05,10,coffee,coffee,276.0,DEU,positive
2020-01-12,94,ger,coffee,kaffee,6,2020-01-12,6,coffee,coffee,276.0,DEU,positive
2020-01-19,99,ger,coffee,kaffee,12,2020-01-19,12,coffee,coffee,276.0,DEU,positive
2020-01-26,93,ger,coffee,kaffee,2,2020-01-26,-2,coffee,coffee,276.0,DEU,negative
2020-02-02,94,ger,coffee,kaffee,8,2020-02-02,8,coffee,coffee,276.0,DEU,positive
2020-02-09,97,ger,coffee,kaffee,8,2020-02-09,8,coffee,coffee,276.0,DEU,positive
2020-02-16,95,ger,coffee,kaffee,8,2020-02-16,8,coffee,coffee,276.0,DEU,positive
2020-02-23,87,ger,coffee,kaffee,3,2020-02-23,-3,coffee,coffee,276.0,DEU,negative
2020-03-01,90,ger,coffee,kaffee,0,2020-03-01,0,coffee,coffee,276.0,DEU,positive
2020-03-08,78,ger,coffee,kaffee,15,2020-03-08,-15,coffee,coffee,276.0,DEU,negative
2020-03-15,64,ger,coffee,kaffee,25,2020-03-15,-25,coffee,coffee,276.0,DEU,negative
2020-03-22,73,ger,coffee,kaffee,16,2020-03-22,-16,coffee,coffee,276.0,DEU,negative
2020-03-29,83,ger,coffee,kaffee,0,2020-03-29,0,coffee,coffee,276.0,DEU,positive
2020-04-05,81,ger,coffee,kaffee,5,2020-04-05,-5,coffee,coffee,276.0,DEU,negative
2020-04-12,87,ger,coffee,kaffee,0,2020-04-12,0,coffee,coffee,276.0,DEU,positive
2020-04-19,84,ger,coffee,kaffee,6,2020-04-19,6,coffee,coffee,276.0,DEU,positive
2020-04-26,83,ger,coffee,kaffee,5,2020-04-26,-5,coffee,coffee,276.0,DEU,negative
2020-05-03,92,ger,coffee,kaffee,4,2020-05-03,4,coffee,coffee,276.0,DEU,positive
2020-05-10,89,ger,coffee,kaffee,4,2020-05-10,4,coffee,coffee,276.0,DEU,positive
2020-05-17,96,ger,coffee,kaffee,16,2020-05-17,16,coffee,coffee,276.0,DEU,positive
2020-05-24,92,ger,coffee,kaffee,13,2020-05-24,13,coffee,coffee,276.0,DEU,positive
2020-05-31,93,ger,coffee,kaffee,17,2020-05-31,17,coffee,coffee,276.0,DEU,positive
2020-06-07,95,ger,coffee,kaffee,15,2020-06-07,15,coffee,coffee,276.0,DEU,positive
2020-06-14,89,ger,coffee,kaffee,12,2020-06-14,12,coffee,coffee,276.0,DEU,positive
2020-06-21,91,ger,coffee,kaffee,23,2020-06-21,23,coffee,coffee,276.0,DEU,positive
2020-06-28,93,ger,coffee,kaffee,15,2020-06-28,15,coffee,coffee,276.0,DEU,positive
2020-07-05,92,ger,coffee,kaffee,13,2020-07-05,13,coffee,coffee,276.0,DEU,positive
2020-07-12,93,ger,coffee,kaffee,9,2020-07-12,9,coffee,coffee,276.0,DEU,positive
2020-07-19,93,ger,coffee,kaffee,15,2020-07-19,15,coffee,coffee,276.0,DEU,positive
2020-07-26,95,ger,coffee,kaffee,12,2020-07-26,12,coffee,coffee,276.0,DEU,positive
2020-08-02,90,ger,coffee,kaffee,6,2020-08-02,6,coffee,coffee,276.0,DEU,positive
2020-08-09,90,ger,coffee,kaffee,0,2020-08-09,0,coffee,coffee,276.0,DEU,positive
2020-08-16,92,ger,coffee,kaffee,9,2020-08-16,9,coffee,coffee,276.0,DEU,positive
2020-08-23,99,ger,coffee,kaffee,21,2020-08-23,21,coffee,coffee,276.0,DEU,positive
2020-08-30,93,ger,coffee,kaffee,9,2020-08-30,9,coffee,coffee,276.0,DEU,positive
2020-09-06,96,ger,coffee,kaffee,15,2020-09-06,15,coffee,coffee,276.0,DEU,positive
2020-09-13,91,ger,coffee,kaffee,9,2020-09-13,9,coffee,coffee,276.0,DEU,positive
